"order_id","customer_id","product_id","quantity","order_ts","discount","channel","note"
"921","109","38","5","2024-01-25T23:56:48.000000","0.07","web"," OK "
"922","110","10","4","2024-03-30T06:18:16.000000","0.11","app","urgent"
"923","45","26","1","2024-02-10T18:11:38.000000","0.02","app","gift "
"924","196","27","2","2024-02-17T19:51:13.000000","0.07","app","return?"
"925","53","39","3","2024-03-08T14:04:05.000000","0.14","app"," OK "
"926","167","23","1","2024-02-29T09:35:26.000000","","web","gift "
"927","21","40","3","2024-01-16T12:08:23.000000","0.3","store","gift "
"928","121","12","2","2024-01-28T05:21:26.000000","0.29","web","urgent"
"929","148","33","1","2024-02-02T12:09:39.000000","0.13","app","gift "
"930","101","10","2","2024-03-26T06:40:36.000000","","store","  "
"931","22","40","2","2024-03-05T07:19:58.000000","0.1","store"," OK "
"932","25","31","1","2024-02-02T23:17:04.000000","0.07","web","return?"
"933","122","26","4","2024-03-07T03:00:01.000000","0.0","web","urgent"
"934","173","3","2","2024-03-07T11:10:59.000000","0.03","app","Gift"
"935","120","20","1","2024-02-05T11:31:07.000000","0.14","web"," OK "
"936","21","6","1","2024-02-06T06:46:58.000000","0.1","app","  "
"937","158","37","5","2024-03-21T11:40:27.000000","0.05","app","  "
"938","92","16","1","2024-02-20T13:31:43.000000","0.21","web"," OK "
"939","15","34","5","2024-01-14T10:57:13.000000","0.11","web","Gift"
"940","74","37","1","2024-03-05T18:43:48.000000","0.26","app","VIP"
"941","41","5","1","2024-02-23T01:28:01.000000","","app","  "
"942","198","31","3","2024-02-15T19:17:51.000000","","web","Gift"
"943","182","13","5","2024-03-06T06:13:30.000000","0.06","web","  "
"944","22","5","1","2024-03-22T15:18:23.000000","","web","VIP"
"945","115","11","2","2024-01-30T17:44:31.000000","0.05","app","Gift"
"946","2","22","4","2024-02-07T17:41:24.000000","0.05","app","urgent"
"947","92","35","1","2024-01-18T01:18:34.000000","","store"," OK "
"948","32","28","1","2024-02-28T05:40:30.000000","0.08","store","return?"
"949","150","10","2","2024-02-06T05:51:42.000000","0.05","app","Gift"
"950","15","12","5","2024-01-31T19:30:10.000000","0.28","store","VIP"
"951","181","13","5","2024-03-03T16:29:25.000000","0.01","web","Gift"
"952","47","30","4","2024-02-06T17:37:06.000000","0.17","app","  "
"953","53","21","4","2024-02-11T19:02:04.000000","0.16","app","Gift"
"954","178","1","1","2024-02-09T14:30:29.000000","0.08","app","  "
"955","181","4","2","2024-01-24T06:26:33.000000","0.14","app","return?"
"956","20","4","5","2024-01-12T07:44:35.000000","0.03","web","VIP"
"957","22","39","4","2024-03-15T10:49:29.000000","0.22","store","urgent"
"958","171","21","2","2024-01-09T06:07:23.000000","0.07","store","gift "
"959","196","20","4","2024-01-30T05:44:17.000000","0.06","store","urgent"
"960","98","31","4","2024-03-01T01:46:41.000000","0.09","web","urgent"
"961","33","8","4","2024-01-12T19:35:49.000000","0.27","store","VIP"
"962","31","2","5","2024-02-28T23:55:05.000000","0.24","app","return?"
"963","54","11","3","2024-03-06T23:25:21.000000","0.28","app","return?"
"964","138","9","1","2024-02-29T15:53:05.000000","0.2","web","VIP"
"965","20","32","5","2024-01-28T10:52:13.000000","0.2","app","gift "
"966","129","33","1","2024-01-02T18:41:43.000000","","app","gift "
"967","161","26","4","2024-03-20T20:40:50.000000","","app","gift "
"968","29","37","4","2024-01-30T09:20:28.000000","0.15","store","VIP"
"969","197","19","1","2024-03-13T10:48:48.000000","0.11","web"," OK "
"970","198","10","4","2024-01-18T19:16:09.000000","0.19","app","VIP"
"971","60","14","5","2024-01-15T14:48:23.000000","0.16","web","VIP"
"972","23","6","4","2024-03-11T00:48:25.000000","0.04","web","return?"
"973","66","37","2","2024-03-25T13:49:15.000000","0.12","web","  "
"974","52","25","2","2024-03-18T10:57:41.000000","0.09","web","gift "
"975","56","31","4","2024-03-08T14:41:30.000000","0.25","web","gift "
"976","185","12","1","2024-01-23T04:49:46.000000","0.11","web","  "
"977","31","29","4","2024-03-23T04:32:04.000000","","web","Gift"
"978","64","14","1","2024-03-01T02:33:15.000000","","app","VIP"
"979","158","18","2","2024-01-16T11:52:30.000000","","web","gift "
"980","12","27","3","2024-01-12T15:25:25.000000","0.04","web","urgent"
"981","13","40","1","2024-03-19T09:42:34.000000","0.28","web","VIP"
"982","61","23","4","2024-01-25T18:19:46.000000","0.14","web","Gift"
"983","194","29","4","2024-03-09T22:19:39.000000","","web"," OK "
"984","168","24","1","2024-01-13T11:29:37.000000","0.07","store","gift "
"985","186","17","5","2024-01-26T05:57:51.000000","0.08","app","gift "
"986","173","38","4","2024-01-26T12:24:17.000000","0.11","web","Gift"
"987","24","39","5","2024-01-26T07:11:06.000000","0.22","app"," OK "
"988","81","13","4","2024-03-01T17:25:51.000000","","web","gift "
"989","106","36","4","2024-03-23T07:04:48.000000","0.2","app","VIP"
"990","34","19","2","2024-03-22T22:18:22.000000","0.16","store","VIP"
"991","199","30","2","2024-03-07T17:44:55.000000","0.13","web","urgent"
"992","121","21","2","2024-01-19T05:26:54.000000","0.25","web","gift "
"993","171","31","2","2024-03-27T10:51:10.000000","0.25","app","return?"
"994","52","35","2","2024-02-18T18:53:26.000000","0.09","web","Gift"
"995","144","17","4","2024-02-19T03:17:19.000000","0.29","web","gift "
"996","22","29","3","2024-03-04T03:00:17.000000","","app","  "
"997","5","21","3","2024-03-10T05:14:46.000000","0.24","app","gift "
"998","129","32","4","2024-03-26T18:18:45.000000","0.29","web","VIP"
"999","14","8","4","2024-02-22T09:56:23.000000","0.21","app","Gift"
"1000","56","30","5","2024-02-24T21:43:50.000000","0.05","web","gift "
"1001","159","24","2","2024-03-08T02:20:24.000000","0.18","web","gift "
"1002","100","19","2","2024-01-23T23:01:51.000000","0.04","app","VIP"
"1003","76","15","1","2024-01-28T16:39:35.000000","0.24","app","Gift"
"1004","59","29","1","2024-02-26T07:01:58.000000","0.08","app","urgent"
"1005","134","14","4","2024-01-06T18:31:01.000000","0.21","app","Gift"
"1006","191","2","5","2024-01-29T20:15:39.000000","0.27","app","urgent"
"1007","148","38","4","2024-03-05T14:52:15.000000","0.05","store","urgent"
"1008","72","18","5","2024-03-28T20:26:14.000000","0.12","app","VIP"
"1009","85","7","4","2024-02-16T18:06:43.000000","0.19","web","Gift"
"1010","21","10","5","2024-02-05T23:18:01.000000","0.13","app","urgent"
"1011","29","34","2","2024-02-09T15:12:47.000000","0.05","web","VIP"
"1012","54","14","2","2024-03-02T16:31:25.000000","0.01","app","VIP"
"1013","78","12","5","2024-02-19T00:03:57.000000","","web","urgent"
"1014","199","20","4","2024-01-03T02:10:17.000000","0.19","web","Gift"
"1015","175","2","3","2024-02-18T12:45:30.000000","0.17","app","VIP"
"1016","23","23","5","2024-02-06T00:07:57.000000","","app","urgent"
"1017","67","2","4","2024-03-04T01:43:54.000000","0.14","web","return?"
"1018","12","34","2","2024-03-19T18:13:56.000000","0.11","web","  "
"1019","13","18","4","2024-03-27T14:53:19.000000","0.08","app","  "
"1020","75","9","2","2024-02-24T22:05:28.000000","","store","gift "
"1021","192","19","3","2024-02-02T15:08:03.000000","0.09","web"," OK "
"1022","38","8","5","2024-02-09T22:54:59.000000","","web","VIP"
"1023","137","13","4","2024-01-16T21:09:25.000000","","web","gift "
"1024","79","6","1","2024-03-25T05:37:29.000000","0.16","web","urgent"
"1025","109","27","3","2024-03-17T06:11:35.000000","0.19","web","VIP"
"1026","174","40","4","2024-03-17T20:36:22.000000","0.02","store","Gift"
"1027","166","20","3","2024-01-30T12:44:47.000000","0.05","app","Gift"
"1028","166","4","2","2024-01-29T23:59:09.000000","0.03","web","  "
"1029","83","3","4","2024-03-18T02:17:05.000000","0.23","web","urgent"
"1030","10","34","5","2024-02-19T00:13:28.000000","","web"," OK "
"1031","198","14","1","2024-03-04T10:03:26.000000","0.06","app","Gift"
"1032","199","12","4","2024-02-14T02:01:13.000000","0.07","web","  "
"1033","172","5","5","2024-02-09T20:23:00.000000","0.1","web","Gift"
"1034","96","27","3","2024-02-26T21:33:26.000000","0.18","app","  "
"1035","57","3","2","2024-03-14T04:02:20.000000","0.19","web"," OK "
"1036","35","37","2","2024-01-31T01:40:49.000000","0.21","app","urgent"
"1037","75","9","2","2024-03-13T19:45:12.000000","0.27","store","urgent"
"1038","67","3","2","2024-01-22T23:28:58.000000","0.09","web"," OK "
"1039","56","29","4","2024-02-06T06:06:27.000000","0.2","web","  "
"1040","191","15","1","2024-03-23T03:22:16.000000","0.17","store","urgent"
"1041","132","28","2","2024-03-26T21:37:07.000000","0.09","web","gift "
"1042","45","2","5","2024-03-24T03:34:08.000000","0.27","web","return?"
"1043","128","35","5","2024-01-29T10:39:18.000000","0.03","app","urgent"
"1044","142","13","2","2024-03-16T21:34:38.000000","0.21","app","urgent"
"1045","105","31","3","2024-03-25T05:56:54.000000","0.22","store","return?"
"1046","190","38","3","2024-03-29T00:55:17.000000","0.27","web","Gift"
"1047","194","22","2","2024-01-02T21:09:05.000000","0.16","web","Gift"
"1048","87","14","1","2024-03-08T01:10:54.000000","0.1","web","VIP"
"1049","95","13","1","2024-03-30T16:58:14.000000","0.25","web"," OK "
"1050","44","28","4","2024-03-09T19:40:52.000000","0.23","app","Gift"
"1051","157","1","1","2024-01-21T23:39:24.000000","0.15","web","urgent"
"1052","187","6","4","2024-03-09T15:11:40.000000","0.23","web","return?"
"1053","132","26","1","2024-01-10T11:19:39.000000","0.08","web","Gift"
"1054","41","2","1","2024-02-13T06:06:44.000000","0.18","web","gift "
"1055","104","12","1","2024-02-26T08:39:05.000000","0.26","web","gift "
"1056","159","26","2","2024-02-11T01:56:12.000000","0.1","app","gift "
"1057","9","11","2","2024-03-03T23:38:25.000000","0.15","web"," OK "
"1058","119","38","2","2024-01-22T14:53:19.000000","0.29","app","urgent"
"1059","132","39","2","2024-02-24T13:26:11.000000","0.24","web","VIP"
"1060","108","2","5","2024-02-28T00:48:34.000000","0.27","web","gift "
"1061","129","7","3","2024-02-27T00:59:58.000000","0.12","store","return?"
"1062","180","37","5","2024-01-27T00:55:53.000000","0.3","store","gift "
"1063","25","2","2","2024-01-28T11:37:28.000000","0.05","web","Gift"
"1064","115","20","3","2024-01-24T04:51:58.000000","0.16","web","Gift"
"1065","160","38","1","2024-02-11T13:26:18.000000","0.14","store","VIP"
"1066","165","24","2","2024-02-22T17:40:35.000000","0.24","app","urgent"
"1067","94","13","1","2024-02-02T15:04:40.000000","0.27","web","  "
"1068","200","1","1","2024-02-06T21:33:43.000000","","web","return?"
"1069","65","16","1","2024-01-26T18:38:55.000000","0.19","web","VIP"
"1070","89","22","1","2024-01-20T16:43:48.000000","0.13","app","Gift"
"1071","165","4","2","2024-02-29T04:03:59.000000","0.15","app","urgent"
"1072","88","22","4","2024-03-14T10:40:51.000000","","web","  "
"1073","69","17","1","2024-01-27T03:55:17.000000","0.01","web","  "
"1074","112","14","4","2024-03-18T10:49:51.000000","0.15","web","VIP"
"1075","125","39","2","2024-02-21T09:18:46.000000","0.26","app"," OK "
"1076","194","36","3","2024-01-16T02:13:51.000000","0.21","store","gift "
"1077","124","28","5","2024-02-02T22:33:28.000000","","app"," OK "
"1078","38","24","3","2024-01-01T16:12:54.000000","0.12","app","return?"
"1079","11","19","2","2024-01-04T12:36:22.000000","0.16","web","return?"
"1080","194","3","2","2024-01-31T06:02:26.000000","0.01","app","VIP"
"1081","85","13","1","2024-02-10T21:38:19.000000","0.11","web","Gift"
"1082","41","1","5","2024-03-12T18:37:24.000000","","web","VIP"
"1083","45","15","4","2024-01-13T02:05:35.000000","0.08","web","gift "
"1084","22","19","2","2024-03-16T12:36:55.000000","0.01","app","  "
"1085","40","25","3","2024-01-22T02:34:09.000000","0.21","web","urgent"
"1086","157","15","3","2024-01-13T10:47:26.000000","0.13","web","gift "
"1087","131","11","1","2024-03-03T23:46:05.000000","","store","return?"
"1088","120","29","5","2024-03-10T16:33:55.000000","0.07","app","urgent"
"1089","3","7","4","2024-02-24T10:36:37.000000","0.16","web","Gift"
"1090","135","6","3","2024-01-11T09:55:15.000000","0.13","web","Gift"
"1091","194","28","4","2024-01-11T09:08:40.000000","0.14","app","urgent"
"1092","185","24","1","2024-02-05T02:32:06.000000","0.17","web","Gift"
"1093","80","35","5","2024-02-10T13:17:46.000000","0.0","web","  "
"1094","121","30","4","2024-03-30T20:59:47.000000","0.27","web"," OK "
"1095","60","37","5","2024-01-26T18:47:09.000000","","web","urgent"
"1096","178","27","5","2024-01-18T07:59:46.000000","0.14","app","VIP"
"1097","184","34","3","2024-03-26T03:08:48.000000","0.06","app","urgent"
"1098","45","7","2","2024-01-14T20:33:40.000000","0.16","web","Gift"
"1099","98","22","4","2024-01-03T09:01:46.000000","0.08","store","  "
"1100","48","38","3","2024-02-08T01:14:55.000000","0.26","app","VIP"
"1101","123","32","3","2024-02-06T02:20:11.000000","0.12","app","return?"
"1102","59","17","4","2024-02-25T18:29:02.000000","0.19","web","urgent"
"1103","140","38","5","2024-03-19T23:54:25.000000","0.07","web","VIP"
"1104","197","13","1","2024-03-24T23:03:56.000000","0.01","app","VIP"
"1105","175","1","3","2024-01-27T01:37:12.000000","","app"," OK "
"1106","37","32","4","2024-03-29T06:34:25.000000","0.16","web","return?"
"1107","26","17","2","2024-02-26T22:32:52.000000","0.14","web","Gift"
"1108","163","2","2","2024-01-07T06:25:25.000000","0.29","web","Gift"
"1109","17","9","1","2024-03-25T11:02:39.000000","0.21","web","VIP"
"1110","81","3","2","2024-01-13T10:04:28.000000","","web","gift "
"1111","199","40","3","2024-02-22T23:21:59.000000","0.09","web","urgent"
"1112","90","34","5","2024-03-12T03:59:38.000000","0.24","web","Gift"
"1113","2","38","3","2024-01-23T10:47:11.000000","0.17","store","VIP"
"1114","196","8","2","2024-01-25T08:33:55.000000","0.18","app","urgent"
"1115","142","33","5","2024-02-12T20:32:33.000000","0.3","web","gift "
"1116","67","23","1","2024-03-20T15:16:26.000000","0.2","web","VIP"
"1117","123","12","1","2024-01-21T02:58:59.000000","","web","return?"
"1118","123","27","3","2024-02-29T17:03:32.000000","0.22","web","VIP"
"1119","111","39","5","2024-02-10T17:35:52.000000","","app","Gift"
"1120","193","19","2","2024-01-11T01:35:05.000000","0.21","web","urgent"
"1121","158","2","1","2024-03-04T23:29:38.000000","0.15","store","return?"
"1122","52","34","4","2024-03-15T22:15:47.000000","0.28","web","  "
"1123","199","8","3","2024-02-21T19:22:10.000000","0.24","store","Gift"
"1124","193","8","4","2024-01-16T20:55:47.000000","0.03","app","return?"
"1125","10","25","2","2024-01-15T00:22:02.000000","0.04","app","VIP"
"1126","60","32","1","2024-02-08T02:45:00.000000","0.02","store","gift "
"1127","123","32","2","2024-02-15T13:51:52.000000","0.15","web","urgent"
"1128","176","35","3","2024-02-19T16:43:10.000000","0.02","web"," OK "
"1129","144","36","3","2024-01-22T22:17:48.000000","0.22","web","gift "
"1130","115","6","5","2024-02-15T01:39:17.000000","0.17","app"," OK "
"1131","62","13","2","2024-01-27T13:22:14.000000","0.25","store","Gift"
"1132","20","29","2","2024-03-02T18:06:42.000000","0.08","web","  "
"1133","179","16","1","2024-03-12T16:23:02.000000","","app"," OK "
"1134","107","29","3","2024-02-28T17:48:12.000000","0.04","web","return?"
"1135","92","19","5","2024-01-01T02:41:39.000000","0.27","web","gift "
"1136","196","19","5","2024-03-30T06:48:38.000000","0.05","app","return?"
"1137","33","2","2","2024-01-03T03:20:16.000000","0.03","web","urgent"
"1138","51","25","3","2024-03-30T22:45:04.000000","0.06","web","gift "
"1139","171","35","4","2024-01-03T20:37:58.000000","0.24","app","return?"
"1140","57","33","1","2024-02-16T11:33:08.000000","0.03","app","  "
"1141","189","14","4","2024-01-10T12:53:49.000000","0.18","app","VIP"
"1142","172","28","1","2024-01-09T13:37:48.000000","","web","  "
"1143","20","8","1","2024-03-02T12:08:06.000000","0.23","web","VIP"
"1144","92","26","1","2024-03-06T12:08:29.000000","0.06","app","Gift"
"1145","151","17","5","2024-01-11T15:23:28.000000","0.02","store","gift "
"1146","98","38","4","2024-03-28T21:35:39.000000","0.13","web"," OK "
"1147","44","29","4","2024-01-29T20:11:48.000000","0.06","app","urgent"
"1148","10","3","4","2024-01-29T15:35:05.000000","0.21","app"," OK "
"1149","2","35","4","2024-01-27T17:28:15.000000","0.11","app","Gift"
"1150","36","29","3","2024-02-11T12:12:40.000000","","app","VIP"
"1151","53","9","5","2024-01-17T00:07:18.000000","","web","urgent"
"1152","61","12","1","2024-02-08T05:31:05.000000","","app","gift "
"1153","171","7","3","2024-01-19T21:33:34.000000","0.06","web","gift "
"1154","102","13","4","2024-01-05T15:03:55.000000","0.2","web","urgent"
"1155","29","38","5","2024-02-03T04:28:17.000000","0.02","web","VIP"
"1156","17","37","2","2024-03-01T12:05:28.000000","0.29","web","VIP"
"1157","27","23","1","2024-03-09T16:16:26.000000","0.21","app","urgent"
"1158","63","15","4","2024-02-01T19:12:33.000000","0.05","store"," OK "
"1159","148","15","1","2024-01-30T03:17:30.000000","0.0","web"," OK "
"1160","10","39","4","2024-03-11T20:55:19.000000","0.1","web","Gift"
"1161","82","8","4","2024-03-02T07:22:00.000000","0.05","store"," OK "
"1162","90","31","4","2024-03-15T21:22:45.000000","","web"," OK "
"1163","30","40","2","2024-03-22T13:10:44.000000","0.26","web","gift "
"1164","12","35","1","2024-03-14T21:51:30.000000","0.18","app","gift "
"1165","47","29","4","2024-03-25T06:48:32.000000","0.05","store"," OK "
"1166","31","36","2","2024-02-07T11:59:54.000000","0.17","app","  "
"1167","159","9","2","2024-02-05T12:29:28.000000","0.08","web","Gift"
"1168","184","40","1","2024-01-29T22:32:19.000000","","app","urgent"
"1169","125","4","2","2024-01-22T04:04:50.000000","0.01","app"," OK "
"1170","152","1","5","2024-03-08T09:27:10.000000","0.22","store","VIP"
"1171","153","8","5","2024-03-05T07:12:52.000000","0.23","web"," OK "
"1172","176","25","2","2024-03-13T03:00:04.000000","","store","urgent"
"1173","20","10","1","2024-01-16T01:33:51.000000","0.05","app","  "
"1174","200","26","1","2024-02-14T05:06:57.000000","0.12","web","  "
"1175","92","5","1","2024-01-20T23:25:52.000000","0.26","web","return?"
"1176","109","28","1","2024-03-21T08:56:49.000000","0.16","web"," OK "
"1177","160","10","4","2024-01-25T01:36:29.000000","0.2","store","urgent"
"1178","99","21","4","2024-01-13T22:50:34.000000","0.23","web","  "
"1179","54","5","4","2024-02-21T06:54:24.000000","0.25","app","urgent"
"1180","4","39","2","2024-03-20T02:47:18.000000","","web","Gift"
"1181","34","16","5","2024-03-23T09:58:45.000000","0.15","app","Gift"
"1182","17","25","1","2024-01-09T15:33:56.000000","0.22","web","VIP"
"1183","77","20","2","2024-01-30T07:55:47.000000","0.08","store","VIP"
"1184","156","24","5","2024-01-14T19:36:54.000000","0.26","app","VIP"
"1185","67","19","5","2024-01-28T16:59:24.000000","0.01","app","gift "
"1186","120","3","3","2024-02-18T01:05:39.000000","0.06","app","gift "
"1187","38","34","4","2024-01-26T06:02:06.000000","0.24","app","gift "
"1188","119","26","4","2024-01-07T01:50:23.000000","0.1","store"," OK "
"1189","191","11","5","2024-02-15T21:39:51.000000","0.04","web","gift "
"1190","64","4","2","2024-01-05T18:03:48.000000","0.06","store","urgent"
"1191","97","36","1","2024-01-21T09:39:48.000000","0.16","web","return?"
"1192","193","14","1","2024-01-01T01:07:13.000000","0.25","app","urgent"
"1193","122","37","2","2024-01-08T19:32:05.000000","0.02","store"," OK "
"1194","80","31","2","2024-02-09T06:26:38.000000","0.01","store","return?"
"1195","25","39","3","2024-03-17T13:32:28.000000","0.14","web","urgent"
"1196","188","27","1","2024-03-10T17:11:15.000000","0.29","web","gift "
"1197","123","8","3","2024-01-09T21:28:27.000000","0.08","app","Gift"
"1198","12","2","4","2024-01-04T03:15:03.000000","0.29","web","urgent"
"1199","112","10","1","2024-01-31T10:16:06.000000","","store","gift "
"1200","194","18","2","2024-02-28T16:52:35.000000","0.08","web","VIP"
"1201","187","25","3","2024-03-08T04:56:32.000000","0.25","web"," OK "
"1202","40","36","1","2024-03-15T01:57:18.000000","0.21","app","  "
"1203","83","6","4","2024-01-31T19:09:44.000000","0.15","web","return?"
"1204","198","26","4","2024-01-16T02:52:54.000000","0.13","web","Gift"
"1205","157","4","2","2024-01-03T08:54:41.000000","0.24","web","  "
"1206","113","20","1","2024-01-14T05:13:32.000000","0.24","store","return?"
"1207","61","3","3","2024-01-06T20:44:57.000000","0.23","app","return?"
"1208","153","15","5","2024-03-18T11:19:48.000000","","store","  "
"1209","116","25","2","2024-01-25T03:46:21.000000","0.14","web","return?"
"1210","105","30","5","2024-03-15T01:56:56.000000","0.24","web","VIP"
"1211","186","33","5","2024-02-19T18:49:23.000000","0.26","web","gift "
"1212","76","21","2","2024-02-18T12:06:51.000000","0.06","web"," OK "
"1213","126","11","3","2024-02-10T22:21:12.000000","","web","VIP"
"1214","9","37","1","2024-03-14T17:28:18.000000","0.12","web","Gift"
"1215","143","38","3","2024-01-04T21:51:00.000000","","web","VIP"
"1216","110","39","5","2024-01-09T08:21:11.000000","0.09","app","  "
"1217","176","32","5","2024-02-08T02:31:04.000000","0.21","web","Gift"
"1218","67","32","1","2024-02-05T12:04:48.000000","0.0","app","VIP"
"1219","186","4","4","2024-02-19T02:29:21.000000","0.11","web","  "
"1220","116","23","1","2024-03-07T09:38:33.000000","0.18","app","VIP"
"1221","42","17","2","2024-02-22T21:05:51.000000","0.04","app","return?"
"1222","33","11","5","2024-01-24T04:05:46.000000","0.27","app","urgent"
"1223","40","3","4","2024-01-30T10:56:58.000000","","app","VIP"
"1224","61","9","2","2024-03-08T17:01:49.000000","0.27","web"," OK "
"1225","111","37","5","2024-01-19T03:10:13.000000","0.06","web","  "
"1226","174","37","4","2024-02-15T09:01:32.000000","0.3","app","urgent"
"1227","200","30","1","2024-02-18T11:47:22.000000","","store","urgent"
"1228","136","5","1","2024-03-08T12:34:28.000000","0.03","app","urgent"
"1229","99","28","4","2024-03-05T07:00:20.000000","0.02","web","VIP"
"1230","123","6","5","2024-02-11T19:42:28.000000","0.02","app","Gift"
"1231","67","28","1","2024-01-28T19:47:43.000000","","store","Gift"
"1232","49","2","3","2024-02-03T02:40:24.000000","0.24","web","Gift"
"1233","108","12","5","2024-02-07T01:02:05.000000","0.12","web","  "
"1234","166","5","5","2024-01-20T17:26:55.000000","","app","return?"
"1235","13","38","4","2024-02-26T06:52:47.000000","0.18","app","  "
"1236","23","23","5","2024-01-19T18:05:57.000000","0.16","web"," OK "
"1237","36","37","5","2024-02-28T09:08:33.000000","","web","gift "
"1238","42","1","5","2024-03-08T15:13:12.000000","0.14","app"," OK "
"1239","30","30","4","2024-03-27T13:34:16.000000","0.21","app","urgent"
"1240","27","20","5","2024-01-11T16:50:46.000000","0.3","app","urgent"
"1241","6","19","1","2024-03-09T09:01:10.000000","0.11","web","  "
"1242","70","35","1","2024-01-08T17:43:18.000000","","web","return?"
"1243","145","2","3","2024-01-31T08:27:17.000000","0.04","app","urgent"
"1244","32","38","4","2024-01-16T20:47:21.000000","0.17","web","return?"
"1245","66","2","5","2024-01-15T14:32:01.000000","0.1","web","urgent"
"1246","195","15","4","2024-01-16T18:44:54.000000","0.28","app","Gift"
"1247","34","6","2","2024-01-04T22:54:23.000000","0.19","web"," OK "
"1248","198","21","5","2024-03-15T01:54:44.000000","0.16","app"," OK "
"1249","103","24","1","2024-01-06T12:02:15.000000","0.24","web","  "
"1250","145","26","1","2024-02-05T20:46:27.000000","0.08","app","Gift"
"1251","65","32","4","2024-03-03T22:11:28.000000","0.25","app"," OK "
"1252","65","31","5","2024-03-30T03:14:20.000000","0.0","app","gift "
"1253","79","38","3","2024-03-17T20:00:13.000000","0.19","store","Gift"
"1254","26","18","1","2024-01-13T08:22:34.000000","0.28","web","Gift"
"1255","64","8","1","2024-03-29T21:30:56.000000","0.24","app","return?"
"1256","179","7","5","2024-02-28T19:38:45.000000","0.26","web","Gift"
"1257","1","12","2","2024-01-17T03:52:02.000000","","store","gift "
"1258","115","25","4","2024-02-10T09:15:20.000000","0.25","web","  "
"1259","138","3","2","2024-03-23T14:37:32.000000","0.17","app","return?"
"1260","29","39","2","2024-02-05T08:42:11.000000","","web","VIP"
"1261","23","40","4","2024-01-17T12:39:27.000000","0.02","web","gift "
"1262","111","7","4","2024-03-19T18:10:54.000000","0.06","web","Gift"
"1263","44","32","3","2024-03-26T18:25:38.000000","0.17","web","urgent"
"1264","196","24","3","2024-03-28T19:17:11.000000","0.02","web"," OK "
"1265","39","20","3","2024-03-27T00:20:02.000000","","web","VIP"
"1266","27","30","3","2024-03-19T13:22:31.000000","","app","VIP"
"1267","67","24","5","2024-02-10T21:41:50.000000","0.28","web","Gift"
"1268","67","13","4","2024-01-18T07:22:10.000000","0.03","web","return?"
"1269","33","23","2","2024-02-25T13:03:29.000000","","store","return?"
"1270","133","6","2","2024-01-20T20:55:24.000000","0.02","app","  "
"1271","70","11","4","2024-02-12T14:00:56.000000","0.14","web","urgent"
"1272","106","39","4","2024-02-29T01:07:10.000000","0.25","web","gift "
"1273","49","8","2","2024-03-26T04:36:45.000000","0.02","web","VIP"
"1274","20","24","5","2024-01-27T00:25:13.000000","0.01","app","gift "
"1275","13","12","3","2024-01-23T16:08:02.000000","0.01","store","gift "
"1276","11","19","2","2024-03-07T03:00:22.000000","0.15","app","gift "
"1277","175","10","3","2024-01-01T13:57:12.000000","0.24","store","VIP"
"1278","53","23","1","2024-02-20T23:28:06.000000","","app","Gift"
"1279","62","23","4","2024-03-08T03:10:43.000000","","store","urgent"
"1280","116","25","5","2024-02-19T13:57:46.000000","0.17","app","gift "
"1281","20","13","5","2024-02-04T13:20:34.000000","0.07","app","  "
"1282","121","24","3","2024-03-15T13:39:40.000000","0.22","app","return?"
"1283","105","30","2","2024-02-03T09:26:04.000000","0.28","app"," OK "
"1284","159","29","3","2024-03-04T22:45:02.000000","0.23","web","return?"
"1285","25","23","1","2024-02-11T18:32:45.000000","0.26","web","VIP"
"1286","4","12","4","2024-01-03T09:24:28.000000","0.16","web","  "
"1287","155","22","3","2024-02-17T17:54:56.000000","","web","urgent"
"1288","75","22","1","2024-01-05T10:49:54.000000","0.05","store","urgent"
"1289","13","39","3","2024-03-24T18:52:12.000000","0.02","app","Gift"
"1290","112","16","4","2024-02-24T03:21:58.000000","0.2","web","urgent"
"1291","93","13","2","2024-02-03T11:35:22.000000","0.02","web","  "
"1292","191","30","3","2024-02-13T18:10:29.000000","0.27","web","VIP"
"1293","189","26","5","2024-02-25T17:25:42.000000","0.21","app","gift "
"1294","108","18","4","2024-01-24T09:59:55.000000","0.29","store","  "
"1295","32","1","4","2024-01-26T22:55:50.000000","0.09","web","VIP"
"1296","150","29","3","2024-02-07T16:17:49.000000","0.15","web","return?"
"1297","41","30","3","2024-01-24T06:30:57.000000","","store","  "
"1298","168","38","3","2024-03-09T05:05:10.000000","0.07","app","urgent"
"1299","121","21","3","2024-01-10T08:14:28.000000","0.16","store"," OK "
"1300","71","21","1","2024-03-15T09:28:50.000000","0.2","web","return?"
"1301","196","9","1","2024-02-01T08:49:10.000000","0.29","web","VIP"
"1302","103","19","5","2024-02-20T12:14:30.000000","0.22","app","VIP"
"1303","78","1","3","2024-01-15T04:45:07.000000","0.04","web","Gift"
"1304","38","21","3","2024-02-04T16:23:53.000000","0.14","app","urgent"
"1305","130","29","3","2024-03-08T21:55:46.000000","0.18","app","  "
"1306","54","32","3","2024-01-25T08:42:18.000000","0.04","web","  "
"1307","31","27","5","2024-01-12T21:42:57.000000","0.13","web","urgent"
"1308","24","33","3","2024-02-16T23:20:38.000000","0.09","app","gift "
"1309","129","27","3","2024-01-15T14:58:49.000000","","store","Gift"
